produto_id,nome_produto
33672,LORS TUBO 167G MTB MLA 33672
33673,LORS TUBO 167G TAB MLA 33673
33678,DUTCH COUNTRY AVENA 400G MTA WON 33678
33679,DUTCH COUNTRY AVENA 400G TAB WON 33679
33680,DUTCH COUNTRY 100PCT AJONJO 400G MTA WON 33680
33681,DUTCH COUNTRY 100PCT AJONJO 400G TAB WON 33681
33682,DUTCH COUNTRY SUPER PAN BCO 400G MTA WON 33682
33683,DUTCH COUNTRY SUPER PAN BCO 400G TAB WON 33683
33687,BOLSITA BESOS DE NUEZ 280G GBI 33687
33688,BOLSITA BESOS DE NUEZ 160G GBI 33688
33690,BOLSITA OREJITAS 160G GBI 33690
33691,BOLSITA OREJITAS 260G GBI 33691
33693,BOLSITA TEDDY BEAR 350G GBI 33693
33699,GALLETA GANSITO 3P 62G MLA 33699
33700,GALLETA GANSITO 3P 62G MTA MLA 33700
33708,SANDWICHERA EPIX OSITO 72G BIM 33708
33715,BRAN FRUT DUAL 48G MTB BIM 33715
33734,GALLETA AVENA CHISPAS 8P 100G TR 33734
33735,GALLETA AVENA CHISPAS 8P 100G CU TR 33735
33736,GALLETA AVENA CHISPAS 8P 100G MTA TR 33736
33737,GALLETA AVENA CHISPAS 8P 100G TAB TR 33737
33740,PANERA DONAS AZUCAR 12P 630G TAB BIM 33740
33741,CHAROLA DONITA ESPOLV 15P 787 5G TAB BIM 33741
33742,CHAROLA NITO 15P 930G TAB BIM 33742
33743,CHAROLA PANQUECITOS GOT 12P 840G TAB BIM 33743
33763,GALLETA GANSITO 3P 62G TIRA CU MLA 33763
33768,SALMAS 18P 108G CJM SAN 33768
33769,SALMAS DISPENSER 20P 360G CJM SAN 33769
33773,DELICIOSAS ESCOLAR 25G CU LAR 33773
33779,MARIAS ESCOLAR 24G CU LAR 33779
33794,SALMAS 12G CJM SAN 33794
33822,TRIKI CHISPAS 5P 60G TIRA CU MLA 33822
33841,TRIKI CHISPAS 60G CU MLA 33841
33842,GALLETA GANSITO 3P 62G CU MLA 33842
33845,MAX TWO PACK ELOTE MANGO 2P 25G VER 33845
33853,SURTIDO FINA VARIEDAD 200G CU GBI 33853
33862,CHOCO ROLES FRESA 3X10 PROM MLA 33862
33863,CHOCO ROLES FRESA 3X10 PROM MTB MLA 33863
33866,ROLLO FRESA 20PCT MAS 2P 80G MTB MLA 33866
33871,PRINCIPE CRUNCH 8P 60G CU MLA 33871
33872,PRINCIPE CRUNCH 8P 60G MTA MLA 33872
33875,LAPICERA CARTON DISTROLLER ABC 100G GBI 33875
33879,CHOCOCHISPAS 5P 80G TIRA MTA LAR 33879
33889,BOLSITA CIRCUS 25G GBI 33889
33902,HOT NUTS MULTINTENSO 50G BAR 33902
33909,GALLETA AVENA ESCOLAR 27G TR 33909
33912,BRAN FRUT FRESA ESCOLAR 25G BIM 33912
34018,SUBMARINOS FRESA ESCOLAR 25G MLA 34018
34020,SUBMARINOS VAINILLA ESCOLAR 25G MLA 34020
34021,SUBMARINOS VAINILLA ESCOLAR 25G MTB MLA 34021
34025,LONCHITO CLASICO JUZGADOS 133G CU LON 34025
34044,BIGOTES CHOCOLATE 60G PROM TR 34044
34048,MANTECADAS 2P 105G PROM MTA TR 34048
34050,TORTILLAS HARINA BURRERAS 6P 300G DH 34050
34053,NITO 1P 62G SP BIM 34053
34054,NITO 1P 62G SP MTB BIM 34054
34055,NITO 1P 62G SP TAB BIM 34055
34056,GALLETA GANSITO 62G SP CU MLA 34056
34067,LONCHIBOX PREM BCO CON CHILE 90G LON 34067
34068,LONCHIBOX PREM BCO SN CHILE 86G LON 34068
34069,LONCHIBOX PREMIUM MULTIGRANO 91G LON 34069
34071,LONCHIBOX PREMIUM CUERNITO 80G LON 34071
34077,BARRITAS FRESA ESCOLAR 26 5G MLA 34077
34078,BARRITAS FRESA ESCOLAR 26 5G MTA MLA 34078
34080,BARRITAS PINA ESCOLAR 26 5G MLA 34080
34081,BARRITAS PINA ESCOLAR 26 5G MTA MLA 34081
34083,CANELITAS ESCOLAR 20G MLA 34083
34084,CANELITAS ESCOLAR 20G MTA MLA 34084
34087,TRIKI TRAKES ESCOLAR 3P 25G MTA MLA 34087
34089,TORTILLA HNA CHIHUAHUA 10P 535G MTA DH 34089
34111,PAN PULLMAN CON FIBRA 567G MTA PUL 34111
34118,BOLSITA MINI CHIPS 25G GBI 34118
34122,PAN DOBLE FIBRA MUESTREO 2P 61G BIM 34122
34124,FRUTTIMANIA MANZANA TOY STORY 10G RIC 34124
34178,HOT DOG 8P 340G FS MTA BIM 34178
34185,PANQUECITOS NAPOLITANOS 2P 140G BIM 34185
34187,SALMA DISPENSER 43P 516G CJM SAN 34187
34195,SPINA 43G TIRA MTA MLA 34195
34200,PAPATINAS CHILIX 50G BAR 34200
34204,BIMBOLLOS 8P 450G TNB BIM 34204
34205,BIMBOLLOS FS 12P 675G TNB BIM 34205
34206,MEDIAS NOCHES 8P 340G TNB BIM 34206
34207,MEDIAS NOCHES 10P 430G TNB BIM 34207
34208,TOSTADO 210G TNB BIM 34208
34210,SUPER PAN BLANCO 740G TNB BIM 34210
34211,PAN BLANCO 460G TNB BIM 34211
34212,PAN DOBLE FIBRA 640G TNB BIM 34212
34213,PAN BLANCO 640G TNB BIM 34213
34215,PAN BLANCO CHICO 360G TNB BIM 34215
34225,MAGNAS 200G SP LAR 34225
34226,MAGNAS 200G SP MTB LAR 34226
34227,MAGNAS 200G SP TAB LAR 34227
34255,TOSTADA ONDULADA TUBO 30P 360G TNB MR 34255
34256,TOSTADA ONDULADA TUBO 18P 216G TNB MR 34256
34257,TOSTADA PLANA 15P 175G TNB MR 34257
34258,TOTOPO CHILAQUILES 500G TNB MR 34258
34259,BARRA COCO GV 634G MP 34259
34264,BIMBOLLOS EXTRA 6P 480G TNB BIM 34264
34292,PAN INTEGRAL 370G TNB BIM 34292
34299,TORTILLA PRECOCIDA 20P 500G MTA TR 34299
34301,TORTILLA HNA 100PCT INT 10P 275G WON 34301
34302,TORTILLA HNA 100PCT INT 10P 275G MTA WON 34302
34326,GALLETA GANSITO 20P 1240G MLA 34326
34327,MANTECADAS CHOCOLATE 8P 250G ME BIM 34327
34328,MANTECADAS CHOCOLATE 8P 250G ME MTA BIM 34328
34333,GALLETA GANSITO 3P 62G CC CU MLA 34333
34337,GALLETA GANSITO 3P 62G CC TIRA CU MLA 34337
34348,PRINCIPE MIX 20P 1724G MLA 34348
34355,TOSTACHOS QUESO 70G BAR 34355
34370,DUO MGNUEZ 34G MAS MGLIN32G TIRA MTA BIM 34370
34373,BOLLOS CARLS JR 5IN 1350G MTA SL 34373
34389,KRANKY BARRA CHOC ARROZ INFLADO 38G RIC 34389
34403,TARTINA ZARZAMORA 2P 26G TR 34403
34425,PACHONCITOS DEGUSTACION 70G TR 34425
34426,DUO MGNUEZ 34G MAS MGLIN32G BIM 34426
34427,DUO MGNUEZ 34G MAS MGLIN32G MTA BIM 34427
34429,DORADITAS 110G PROM TR 34429
34430,DORADITAS 110G PROM MTA TR 34430
34433,TORTILLA HARINA MTY 12P 258G MTA DH 34433
34439,FRUTTIMANIA DURAZNO PRINCESAS 8G RIC 34439
34440,FRUTTIMANIA DURAZNO TOY STORY 8G RIC 34440
34452,PAN BLANCO MI MARCA 567G MTA MP 34452
34468,PAN DELI AVENA 6P 440G BIM 34468
34469,PAN DELI AVENA 6P 440G MTA BIM 34469
34486,DUO POLVORON 130G PROM TR 34486
34487,DUO POLVORON 130G PROM MTA TR 34487
34495,FLOW PACK SURTIDO FINA VARIEDAD 200G GBI 34495
34542,SPONCH FRESA 6P 90G MTB MLA 34542
34546,CHOCOTORRO FRESA 1P 50G TAB MLA 34546
34547,SUAVICREMAS FRESA 158G MLA 34547
34548,SUAVICREMAS FRESA 158G MTA MLA 34548
34550,SUAVICREMAS VAINILLA 158G MLA 34550
34551,SUAVICREMAS VAINILLA 158G MTA MLA 34551
34553,SUAVICREMAS CHOCOLATE 158G MLA 34553
34554,SUAVICREMAS CHOCOLATE 158G MTA MLA 34554
34577,BARRA SILUETA FRESA 20P 440G CJ CU BIM 34577
34585,HAMBURGUESA CLASICA 145G CU LON 34585
34616,DUO GANSITO MAS DALMATA 105G SP MLA 34616
34617,DUO GANSITO MAS DALMATA 105G SP MTB MLA 34617
34618,DUO GANSITO MAS DALMATA 105G SP TAB MLA 34618
34627,GALLETA INTEG AVENA NUEZ DIF GTO 30G MLA 34627
34643,BURRITO VAPORERO MOLE 90G CU LON 34643
34644,BURRITO VAPO CARNE DESHEBRADA 90G CU LON 34644
34645,BURRITO VAPORERO CHICHARRON 90G CU LON 34645
34646,BURRITO VAPORERO FRIJOLCHORIZO90GCU LON 34646
34647,BURRITO VAPORERO BARBACOA 90G CU LON 34647
34665,PANETON 900G CU BIM 34665
34666,PAN BLANCO NATURES BEST 4P 680G CU BIM 34666
34670,SALMAS DISPENSER 20P 360G TBE SAN 34670
34682,PASTISETAS 6P 75G CJ SUA 34682
34683,PASTISETAS 6P 75G CJ MTA SUA 34683
34702,DUO CHOCOTORRO MAS DALMATA 105G MLA 34702
34703,DUO CHOCOTORRO MAS DALMATA 105G MTB MLA 34703
34704,DUO CHOCOTORRO MAS DALMATA 105G TAB MLA 34704
34737,TARTINAS ZARZAMORA 8P 104G SP CU TR 34737
34738,TARTINAS ZARZAMORA 8P 104G SP MTB TR 34738
34747,TOSTADA CLASICA 240G DIF CJM SAN 34747
34768,RAZTACHOC VAINILLA 5P 40G TIRA BIM 34768
34769,RAZTACHOC VAINILLA 5P 40G TIRA MTA BIM 34769
34770,RAZTACHOC VAINILLA 5P 40G TIRA TAB BIM 34770
34775,ROLES CANELA 3P 180G DET PROM BIM 34775
34776,ROLES GLASS 3P 202G DET PROM BIM 34776
34781,BLISTER STARGUM YERBABUENA INTENS 8G SKD 34781
34782,BLISTER STARGUM FRESA 8G SKD 34782
34783,BLISTER STARGUM MENTA INTENSA 8G SKD 34783
34785,PAN INTEGRAL 480G TNB BIM 34785
34786,PAN INTEGRAL 680G TNB BIM 34786
34787,PAN INTEGRAL GDE 2PQ 1360G TNB BIM 34787
34793,BIMBOLLOS CON AJN 18P 1440G TNB BIM 34793
34794,SUPER BOLLOS 5IN 8P 540G TNB WON 34794
34801,PAN BLANCO SILUETA 500G TNB BIM 34801
34802,PAN MULTIGRANO LINAZA 540G TNB BIM 34802
34850,BIMBOLLOS EXT SAJONJOLI 6P 480G TNB BIM 34850
34851,MEDIAS NOCHES 16P 680G TNB BIM 34851
34854,DUO PAN INTEGRAL MM 960G TNB BIM 34854
34865,PAN BLANCO 680G TNB BIM 34865
34866,PAN BLANCO 567G TNB SUN 34866
34867,PAN BLANCO 2PQ 1360G TNB BIM 34867
34868,REBANADA SANDWICH MP 2P 55G BIM 34868
34869,REBANADA SANDWICH MP 2P 55G MTA BIM 34869
34876,BOLLOS JUMBO 6P 480G TNB SUN 34876
34885,BARRA SILUETA 8P 22G TIRA MTA BIM 34885
34888,DUO SILUETA 44G BIM 34888
34889,DUO SILUETA 44G MTA BIM 34889
34891,TOSTADA KODYZ 20P 350G TNB KOD 34891
34892,TOSTADA OND ROJA TUBO 30P 360G TNB MR 34892
34893,DUO PAN BCO SILUETA MM 1000G TNB BIM 34893
34894,DUO PAN MULTIGRANO LIN MM 1080G TNB BIM 34894
34901,DUO PAN BLANCO MM 920G TNB BIM 34901
34904,PRINCIPE CRUNCH KC 8P 360G CU MLA 34904
34909,MARIAS A GRANEL 3 8KG LAR 34909
34913,TOTOPOS REDONDO 350G TNB MR 34913
34914,TOTOPOS 280G TNB DH 34914
34915,BIMBUNUELOS 12P 198G MTB ME BIM 34915
34916,BIMBUNUELOS 12P 198G ME BIM 34916
34917,GALLETA HNA INT CFRUTSABNJA DIF 50G GBI 34917
34933,TOSTADO 2PQ 420G TNB BIM 34933
34935,CAJILLA MOLIDO CRUJIENTE 1925G CU BIM 34935
34936,BARRA CEREAL Y FRUTA SAB MZN 50G DIF BIM 34936
34937,BAR CEREAL Y FRUTA SAB MANGO 50G DIF BIM 34937
34938,DONAS AZUCAR TUBO 10P 158G MTB BIM 34938
34939,DONAS AZUCAR TUBO 10P 158G TAB BIM 34939
34943,BARRITAS FRESA 67G PROM CU MLA 34943
34944,BARRITAS PINA 67G PROM CU MLA 34944
34945,BARRITAS FRESA SALVADO 67G PROM CU MLA 34945
34958,BOLSA MINI ROCKO CONSUMOS 13G CU MLA 34958
34959,MINI ROCKO VITROLERO 45P 13G CU MLA 34959
34973,BARRITAS BISABOR 20P 1340G CU MLA 34973
34983,TORTILLA HNA 100PCT INT 10P 275G TR 34983
34984,TORTILLA HNA 100PCT INT 10P 275G MTA TR 34984
34992,CONCHAS VAINILLA 3P 180G PROM BIM 34992
34993,CONCHAS VAINILLA 3P 180G PROM MTA BIM 34993
35005,DUO GANSITO Y MINI GANSITO 75G MLA 35005
35011,OREJITAS CON CANELA 120G CU GBI 35011
35014,LATA DANESAS SNOOPY 150G GBI 35014
35015,LATA DANESAS SNOOPY 400G GBI 35015
35024,CANELITAS 90G CU MLA 35024
35025,POLVORON 6P 113G CU MLA 35025
35026,GALLETA ANIMALITO MOLIDA 5KG LAR 35026
35031,KRANKY 44G RIC 35031
35051,TRI PACK GANSITO 150G SP MLA 35051
35052,TRI PACK GANSITO 150G SP MTB MLA 35052
35053,TRI PACK GANSITO 150G SP TAB MLA 35053
35054,MOLIDO BOLSA 210G PROM WON 35054
35072,BESOS DE NUEZ 120G TIRA CU GBI 35072
35074,TORTILLAS DE MAIZ RM 800G PROM MR 35074
35079,CUERNITOS REBANADO MCD 4000G TR 35079
35092,DUO GALLETA GANSITO 124G MLA 35092
35093,DUO GALLETA GANSITO 124G MTA MLA 35093
35095,SALMAS 18G CU SAN 35095
35097,BOLLO RANDOM WENDYS 12P 870G MTA BIM 35097
35103,DELICIOSAS VAINILLA 75G LAR 35103
35104,DELICIOSAS VAINILLA 75G MTA LAR 35104
35105,DELICIOSAS VAINILLA 75G TAB LAR 35105
35106,DELICIOSAS VAINILLA 75G SP LAR 35106
35107,DELICIOSAS VAINILLA 75G SP MTA LAR 35107
35108,DELICIOSAS VAINILLA 75G SP TAB LAR 35108
35109,DELICIOSAS VAINILLA 180G LAR 35109
35110,DELICIOSAS VAINILLA 180G MTA LAR 35110
35111,DELICIOSAS VAINILLA 180G TAB LAR 35111
35112,DELICIOSAS VAINILLA 180G SP LAR 35112
35113,DELICIOSAS VAINILLA 180G SP MTA LAR 35113
35114,DELICIOSAS VAINILLA 180G SP TAB LAR 35114
35115,DELICIOSAS VAINILLA 300G LAR 35115
35116,DELICIOSAS VAINILLA 300G MTA LAR 35116
35117,DELICIOSAS VAINILLA 300G TAB LAR 35117
35118,DELICIOSAS VAINILLA 300G SP LAR 35118
35119,DELICIOSAS VAINILLA 300G SP MTA LAR 35119
35120,DELICIOSAS VAINILLA 300G SP TAB LAR 35120
35121,DELICIOSAS CHOCOLATE 180G LAR 35121
35122,DELICIOSAS CHOCOLATE 180G MTA LAR 35122
35123,DELICIOSAS CHOCOLATE 180G TAB LAR 35123
35124,DELICIOSAS CHOCOLATE 180G SP LAR 35124
35125,DELICIOSAS CHOCOLATE 180G SP MTA LAR 35125
35127,DELICIOSAS CHOCHITOS 180G LAR 35127
35128,DELICIOSAS CHOCHITOS 180G MTB LAR 35128
35129,DELICIOSAS CHOCHITOS 180G CU LAR 35129
35130,DELICIOSAS CHOCHITOS 180G SP LAR 35130
35131,DELICIOSAS CHOCHITOS 180G SP MTB LAR 35131
35132,DELICIOSAS CHOCHITOS 180G SP CU LAR 35132
35141,SUPER PAN BLANCO AJONJOLI 567G WON 35141
35142,SUPER PAN BLANCO AJONJOLI 567G MTA WON 35142
35143,SUPER PAN BLANCO AJONJOLI 567G TAB WON 35143
35144,WONDER 100PCT CON AJONJOLI 567G WON 35144
35145,WONDER 100PCT CON AJONJOLI 567G MTA WON 35145
35146,WONDER 100PCT CON AJONJOLI 567G TAB WON 35146
35147,WONDER 100PCT GRANDE 567G WON 35147
35148,WONDER 100PCT GRANDE 567G MTA WON 35148
35149,WONDER 100PCT GRANDE 567G TAB WON 35149
35150,BARRA UVA PASA ARANDANO FRES 50G DIF BIM 35150
35171,GALLETA INT AMARANT SAB NUEZ 30G DIF GBI 35171
35176,CONCHAS 2P 120G PROM TR 35176
35177,CONCHAS 2P 120G PROM MTB TR 35177
35179,TARTINAS ZARZAMORA 8P 104G PROM TR 35179
35180,TARTINAS ZARZAMORA 8P 104G PROM MTB TR 35180
35182,TARTINAS FRESA 8P 104G PROM TR 35182
35183,TARTINAS FRESA 8P 104G PROM MTB TR 35183
35185,TARTINAS PINA 8P 104G PROM TR 35185
35186,TARTINAS PINA 8P 104G PROM MTB TR 35186
35191,DUO BRAN FRESA PINA 96G BIM 35191
35198,DUO BRAN FRESA PINA 96G MTA BIM 35198
35212,PANQ GOTA CHOC 3P 210G DET PROM BIM 35212
35213,PANQ GOTA CHOC 3P 210G DET PROM MTB BIM 35213
35214,BIMBUNUELOS 12P 198G TAB ME BIM 35214
35215,ROLES CANELA 3P 180G DET PROM MTB BIM 35215
35217,ROLES GLASS 3P 202G DET PROM MTB BIM 35217
35219,LATA SURTIDO DANESA ROSAS 340G GBI 35219
35222,LATA CORAZON BESOS NUEZ ROSAS 378G GBI 35222
35226,PALLET CANELITAS KC 720G MLA 35226
35227,BOLSITA SURTIDO RICO 160G CU GBI 35227
35228,OREJITAS CON CANELA 110G TIRA CU GBI 35228
35232,SUPER PAN BCO AJONJOLI 680G WON 35232
35233,SUPER PAN BCO AJONJOLI 680G MTA WON 35233
35235,WONDER 100PCT GDE 680G MTA WON 35235
35240,MI PINGUINO 20P 600G CJ MLA 35240
35241,MI PINGUINO 20P 600G CJ MTA MLA 35241
35242,MI PINGUINO 20P 600G CJ TAB MLA 35242
35243,MI GANSITO 20P 500G CJ MLA 35243
35244,MI GANSITO 20P 500G CJ MTA MLA 35244
35245,MI GANSITO 20P 500G CJ TAB MLA 35245
35246,MI CHOCOROL 20P 600G CJ MLA 35246
35247,MI CHOCOROL 20P 600G CJ MTA MLA 35247
35248,MI CHOCOROL 20P 600G CJ TAB MLA 35248
35249,BESOS DE NUEZ 120G CU GBI 35249
35272,COMBO TOST CLASROSETA MAIZ 264G CJM SAN 35272
35293,BIMBOLLOS 8P 450G PROM TNB BIM 35293
35294,BIMBOLLOS EXTRA 6P 480G PROM TNB BIM 35294
35295,TOSTADO RESELLABLE 210G CU BIM 35295
35301,BIMBOLLOS EXTRA FS 6P 480G PROM MTA BIM 35301
35303,BARRITAS FRESA 75G PROM MLA 35303
35304,BARRITAS FRESA 75G PROM CR2 MLA 35304
35305,BARRITAS FRESA 75G PROM MTB MLA 35305
35306,BARRITAS FRESA 75G PROM TAB MLA 35306
35307,BARRITAS PINA 75G PROM MLA 35307
35308,BARRITAS PINA 75G PROM CR2 MLA 35308
35309,BARRITAS PINA 75G PROM MTB MLA 35309
35310,BARRITAS PINA 75G PROM TAB MLA 35310
35371,PENAFIEL FRESA 355ML AV 35371
35385,BOLLO TROQUELADO BK 30P 2450G SL 35385
35401,HOT DOG MRS BAIRDS 8P 340G MTA BIM 35401
35403,MINI GALLETA ABC SAB CANELA 30G DIF GBI 35403
35406,TWO PACK CLASSICAS AVELLANAFSA 800G GBI 35406
35412,TARTINAS FRESA 4P 52G TR 35412
35413,TARTINAS FRESA 4P 52G MTA TR 35413
35424,SPONCH 960G MLA 35424
35425,BOLLOS BK 4IN 6P 345G MTA SL 35425
35426,MEDIAS NOCHES BK 6P 470G MTA SL 35426
35427,DUOBARRITA FSA GALLETAGANSITO137G MLA 35427
35428,DUOBARRITA FSA GALLETAGANSITO137GMTA MLA 35428
35429,DUO BARRITA FSA BARRITA PNA 110G MLA 35429
35430,DUO BARRITA FSA BARRITA PNA 110G MTA MLA 35430
35434,DUO CANELITAS 2PQ 60G CU MLA 35434
35438,TORTILLA HNA RB 10P 260G PROM 2P DH 35438
35439,BARRITAS FRESA SALVADO KC 8P 300G CU MLA 35439
35440,PAN TOSTADO TRADICIONAL 270G CU BIM 35440
35441,PAN TOSTADO CON FIBRA 270G CU BIM 35441
35442,PAN TOST SILUETA 8 CEREALES 250G CU BIM 35442
35443,PAN PARA LA COMIDA 20P 225G CU BIM 35443
35444,PAN TOSTADO TRADICIONAL INDI 180G CU BIM 35444
35445,BARRI FRUT FRESA 12P 37G DPY CU BIM 35445
35452,CHOCOTORRO FRESA 1P 50G SP MLA 35452
35453,CHOCOTORRO FRESA 1P 50G SP MTB MLA 35453
35454,CHOCOTORRO FRESA 1P 50G SP TAB MLA 35454
35455,DALMATA 1P 55G SP MLA 35455
35456,DALMATA 1P 55G SP MTB MLA 35456
35457,DALMATA 1P 55G SP TAB MLA 35457
35469,ROLES CANELA GLASEADOS 4P 272G BIM 35469
35473,MEDIAS NOCHES 2P GTS 340G PROM MTA BIM 35473
35484,CHOCO ROLES 2P 80G CC MTA MLA 35484
35499,BAGEL THINS NATURAL 369G CU THO 35499
35501,ENGLISH MUFFINS GRAN ENTERO 340G CU THO 35501
35510,COSTALITO SURTIDO RICO 800G GBI 35510
35516,CANAPINAS 95G SP MTA LAR 35516
35517,CANAPINAS 95G SP TAB LAR 35517
35524,GALLETAS 2A SELECCION 1000G GBI 35524
35525,TRIKI TRAKES KC 417G CU MLA 35525
35526,PRINCIPE KC 392G CU MLA 35526
35527,POLVORONES KC 605G CU MLA 35527
35539,CHOCO ROLES FRESA 2P 67G CC MTA MLA 35539
35557,DUO BARRITA FSAPNA 110G PROM MLA 35557
35558,DUO BARRITA FSAPNA 110G PROM MTA MLA 35558
35561,DUO BARRITA FSAPNA 110G PROM TAB MLA 35561
35563,BIMBOLLOS EXTRA FS 6P 480G TNB BIM 35563
35564,MEDIAS NOCHES FS 8P 340G TNB BIM 35564
35565,MEDIAS NOCHES CONVENIENCIA 290G TNB BIM 35565
35567,BOLLOS SIN AJON 6P 480G TNB BIM 35567
35569,BOLLOS EXTRA AJN 12P 960G TNB BIM 35569
35570,PAN BLANCO MI MARCA 567G TNB MP 35570
35571,PAN INTEGRAL 675G TNB BIM 35571
35572,TOSTADO DOBLE FIBRA 250G TNB BIM 35572
35575,BOLSITA SURTIDO RICO 100G GBI 35575
35576,DUO BARRITA FSA BARRITA PNA 110G TAB MLA 35576
35578,MEDIAS NOCHES 8P 340G PROM MUSIC BIM 35578
35587,EXHIB GALLETAS 2 DE 45 CU 60G CU MLA 35587
35595,SUPER PAN BLANCO 740G PROM BIM 35595
35598,TOSTADA ONDULADA TUBO 20P 240G TNB MR 35598
35599,TOSTADA ROJA 50P 585G TNB DH 35599
35602,DUO GANSITO MAS DOBLE CHOC 102G MTB MLA 35602
35604,DUO GANSITO MAS CHOCOTORRO 100G MLA 35604
35605,DUO GANSITO MAS CHOCOTORRO 100G MTB MLA 35605
35614,TOTOPO CHILAQUILES 280G TNB MR 35614
35618,EXHIBIDOR PDQ BRAN FRUT BIM 35618
35622,CANELITAS TENTACION 8P 86G TIRA MTA MLA 35622
35625,GALLETAS PANDITAS 3P 33G MLA 35625
35626,GALLETAS PANDITAS 3P 33G MTA MLA 35626
35631,ACTIFRESH MENTA 6P 27G RIC 35631
35632,ACTIFRESH YERBABUENA 6P 27G RIC 35632
35633,DUO TARTINAS FRESA ZARZAMORA 104G TR 35633
35634,DUO TARTINAS FRESA ZARZAMORA 104G MTA TR 35634
35635,DELICIOSAS BETUNADAS 180G SP CU LAR 35635
35644,BARRAS BIMBO MIX 21P 924G CU BIM 35644
35651,MADALENAS 3P 93G BIM 35651
35660,MEDIAS NOCHE 10P 430G PROM MUSIC MTA BIM 35660
35689,DELICIOSAS CHOCOCHISPAS 80G MTA LAR 35689
35691,DELICIOSAS CHOCOCHISPAS 80G SP LAR 35691
35693,DELICIOSAS CHOCOCHISPAS 80G SP MTA LAR 35693
35694,DELICIOSAS CHOCOCHISPAS 170G LAR 35694
35695,DELICIOSAS CHOCOCHISPAS 170G MTA LAR 35695
35697,DELICIOSAS CHOCOCHISPAS 170G SP LAR 35697
35698,DELICIOSAS CHOCOCHISPAS 170G SP MTA LAR 35698
35700,DELICIOSAS CHOCOCHISPAS 280G LAR 35700
35701,DELICIOSAS CHOCOCHISPAS 280G MTA LAR 35701
35703,DELICIOSAS CHOCOCHISPAS 280G SP LAR 35703
35704,DELICIOSAS CHOCOCHISPAS 280G SP MTA LAR 35704
35711,TRIKI INTENSO 8P 80G MTA MLA 35711
35713,SUPER HOTDOG FAST FOOD BK 12P 650G WON 35713
35714,GALLETA INTEGRAL AVENA DIF 30G GBI 35714
35722,TORTILLINAS 15P 390G TR 35722
35724,DUO BRAN FRESA PINA 96G SP BIM 35724
35725,DUO BRAN FRESA PINA 96G SP MTA BIM 35725
35727,TORTILLINA 50PCT MENOS GRASA 328G TR 35727
35728,TORTILLINA 50PCT MENOS GRASA 328G MTB TR 35728
35729,TORTILLINA 50PCT MENOS GRASA 328G TAB TR 35729
35737,TOSTADA MAIZ HORNEADAS MAS SALS 220G SAN 35737
35738,TOSTADA MAIZ HORNEADAS MAS SALS 200G SAN 35738
35739,FIGATZA 1 METRO 590G BIM 35739
35740,FIGATZA 1 METRO 590G MTA BIM 35740
35744,PANQUES 3P 765G PROM BIM 35744
35753,GALLETAS PANDITAS 3P 33G TIRA CU MLA 35753
35754,GALLETAS PANDITAS 3P 33G TIRA MLA 35754
35756,GALLETAS PANDITAS 3P 33G TIRA MTA MLA 35756
35761,DELICIOSAS CHOCHITOS 180G PROM MTA LAR 35761
35763,DELICIOSAS CHOCHITOS 180G PROM LAR 35763
35766,BESOS SURTIDO 4P 1500G CU GBI 35766
35783,TRIKI INTENSO 8P 80G MLA 35783
35784,TRIKI INTENSO 80G TIRA MLA 35784
35785,TRIKI INTENSO 80G TIRA MTA MLA 35785
35792,LATA SURTIDO RICO NAVIDAD 500G GBI 35792
35793,LATA DANESA REGALOS 300G GV 35793
35801,BRAN FRUT CON AVENA 48G BIM 35801
35802,BRAN FRUT CON AVENA 48G MTA BIM 35802
35803,BRAN FRUT CON AVENA 48G TAB BIM 35803
35805,RELLE SANDWICH FRESA 71G CU LON 35805
35807,TOSTACHOS MONCHIS 75G BAR 35807
35821,BRAN FRUT CON AVENA 32G CU BIM 35821
35822,DUO BRANFRUT FSA MAS 3 AVENA 93G BIM 35822
35825,PACHONCITOS DEGUSTACION 70G TR 35825
35826,PACHONCITOS DEGUSTACION 70G MTA TR 35826
35827,PACHONCITOS DEGUSTACION 70G TAB TR 35827
35828,MEDIAS NOCHES 12P 510G TNB BIM 35828
35829,MEDIAS NOCHES INST 700G TNB BIM 35829
35830,BIMBOLLOS PARRILLEROS 780G 8P TNB BIM 35830
35831,TORTILLA HARINA 19P 520G MTA DH 35831
35832,BARRITAS PINA SALVADO 75G MLA 35832
35833,BARRITAS PINA SALVADO 75G MTB MLA 35833
35840,TRIKI INTENSO 8P 80G CU MLA 35840
35841,TRIKI INTENSO 80G TIRA CU MLA 35841
35842,SUPER HOT DOGS 8P 435G TNB WON 35842
35843,WONDER 100PCT AJONJOLI 680G SP TNB WON 35843
35851,PAN MULTIGRANO 540G TNB BIM 35851
35852,PAN BLANCO PULLMAN 680G TNB BIM 35852
35860,DUO BRANFRUT FSA MAS 3 AVENA 93G MTA BIM 35860
35862,TRIKI INTENSO 20G CJ CU MLA 35862
35864,CACHITOS 8P 480G MTA BIM 35864
35895,BIMKINGO DELI 150G CU LON 35895
35896,BIMKINGO DELI 150G MTA LON 35896
35897,SANDWICH CLASICO DELI 169G CU LON 35897
35898,SANDWICH CLASICO DELI 169G MTA LON 35898
35900,CANELITAS TENTACION 8P 86G MTA MLA 35900
35906,NACHO FIESTA 300G TNB MR 35906
